Rate,K,Dist,Plan,Policy,Scenario,Run,Accepted,% Accepted,Avg D Time,Max D Time,P80 D Time,P90 D Time,P95 D Time
1.5,10,UTI,pb,11,1,1,305,0.354651,13.8053,40.258,35.305,38.183,39
1.5,10,UTI,pb,11,1,3,302,0.351163,13.4642,40.783,34.422,37.344,38.218
1.5,10,UTI,pb,11,1,2,297,0.345349,13.6454,41.225,36.15,39.291,39.974
1.5,10,UTI,pb,11,1,8,294,0.34186,13.4125,40.288,35.584,38.408,39.135
1.5,10,UTI,pb,11,1,4,291,0.338372,13.4645,40.349,35.572,38.419,39.132
1.5,10,UTI,pb,11,1,5,301,0.35,13.6395,40.435,34.66,38.522,39.193
1.5,10,UTI,pb,11,1,6,288,0.334884,12.8086,40.79,34.575,38.144,39.036
1.5,10,UTI,pb,11,1,7,304,0.353488,13.8291,40.378,35.345,38.273,38.972
1.5,10,UTI,pb,11,1,9,296,0.344186,13.3523,41.188,35.552,38.536,39.244
1.5,10,UTI,pb,11,1,10,297,0.345349,13.4643,40.311,35.215,37.961,38.881
1.5,10,UTI,pb,11,1,11,301,0.35,13.8426,40.358,35.195,38.261,38.946
1.5,10,UTI,pb,11,1,13,301,0.35,13.6493,40.007,35.035,38.158,39.1
1.5,10,UTI,pb,11,1,12,299,0.347674,14.0652,40.159,34.812,37.864,38.867
1.5,10,UTI,pb,11,1,14,296,0.344186,12.776,40.208,35.246,38.635,39.084
1.5,10,UTI,pb,11,1,15,296,0.344186,13.4611,40.554,35.595,38.81,39.285
1.5,20,UTI,pb,11,1,1,522,0.606977,82.1057,1026.8,149.806,155.995,158.409
1.5,20,UTI,pb,11,1,3,540,0.627907,81.4335,1226.38,145.654,152.93,156.249
1.5,20,UTI,pb,11,1,7,532,0.618605,80.268,788.884,144.173,148.377,150.904
1.5,20,UTI,pb,11,1,2,523,0.60814,79.955,1099.22,146.319,152.216,155.864
1.5,20,UTI,pb,11,1,4,532,0.618605,79.9164,1229.61,143.086,149.891,153.129
1.5,20,UTI,pb,11,1,12,513,0.596512,78.9616,1094.17,145.441,150.534,153.198
1.5,20,UTI,pb,11,1,5,525,0.610465,77.6979,1092.06,141.275,146.946,148.907
1.5,20,UTI,pb,11,1,6,536,0.623256,80.9336,1220.58,142.992,148.405,150.653
1.5,20,UTI,pb,11,1,8,528,0.613953,80.55,1091.38,143.658,150.338,152.471
1.5,20,UTI,pb,11,1,9,521,0.605814,81.4999,1029.01,148.304,155.23,157.367
1.5,20,UTI,pb,11,1,10,537,0.624419,82.2654,1230.71,148.49,153.803,156.773
1.5,20,UTI,pb,11,1,11,531,0.617442,81.346,992.646,143.587,148.127,150.606
1.5,20,UTI,pb,11,1,13,534,0.62093,79.1976,1085.28,140.512,147.629,150.669
1.5,20,UTI,pb,11,1,14,539,0.626744,82.5137,793.398,149.111,155.15,157.123
1.5,20,UTI,pb,11,1,15,530,0.616279,80.8304,1091.36,147.796,151.88,153.759
1.5,10,UTI,pb,7,1,1,290,0.337209,14.7248,45.609,40.391,42.992,43.753
1.5,10,UTI,pb,7,1,2,293,0.340698,15.2612,46.211,39.607,43.611,44.209
1.5,10,UTI,pb,7,1,3,295,0.343023,14.9281,46.032,39.916,43.069,43.733
1.5,10,UTI,pb,7,1,4,298,0.346512,15.3476,48.475,39.741,42.62,43.741
1.5,10,UTI,pb,7,1,6,290,0.337209,14.9719,46.694,39.935,43.07,43.772
1.5,10,UTI,pb,7,1,8,294,0.34186,15.6116,47.985,39.868,43.122,43.909
1.5,10,UTI,pb,7,1,13,297,0.345349,14.738,47.398,39.52,43.145,43.896
1.5,10,UTI,pb,7,1,11,298,0.346512,15.0695,46.239,39.822,43.277,44.125
1.5,10,UTI,pb,7,1,12,298,0.346512,14.7983,46.128,39.617,42.973,44.04
1.5,10,UTI,pb,7,1,9,287,0.333721,14.7908,45.942,39.426,43.133,43.964
1.5,10,UTI,pb,7,1,14,296,0.344186,15.2987,45.4,40.154,43.24,43.829
1.5,10,UTI,pb,7,1,5,300,0.348837,15.3438,45.091,38.943,41.951,43.339
1.5,10,UTI,pb,7,1,7,292,0.339535,14.9745,46.014,40.025,43.221,43.947
1.5,10,UTI,pb,7,1,10,303,0.352326,15.5093,45.42,40.242,43.106,43.885
1.5,10,UTI,pb,7,1,15,301,0.35,15.3006,46.328,38.881,42.087,43.17
1.5,20,UTI,pb,7,1,1,535,0.622093,78.9182,1023.9,141.476,147.357,152.352
1.5,20,UTI,pb,7,1,2,535,0.622093,78.5913,1217.76,138.476,144.791,147.558
1.5,20,UTI,pb,7,1,3,537,0.624419,79.986,1032.93,141.647,148.251,152.431
1.5,20,UTI,pb,7,1,4,531,0.617442,79.2091,999.178,143.81,149.296,151.591
1.5,20,UTI,pb,7,1,5,537,0.624419,80.0348,1216.03,142.286,147.989,150.941
1.5,20,UTI,pb,7,1,6,537,0.624419,79.1477,730.349,137.687,144.371,145.933
1.5,20,UTI,pb,7,1,7,540,0.627907,78.9248,994.56,138.379,145.521,147.229
1.5,20,UTI,pb,7,1,8,526,0.611628,78.5551,1002,141.651,147.265,149.584
1.5,20,UTI,pb,7,1,9,527,0.612791,78.8451,1217.51,142.091,147.91,151.021
1.5,20,UTI,pb,7,1,10,535,0.622093,79.7857,1001.95,140.362,147.881,153.027
1.5,20,UTI,pb,7,1,11,521,0.605814,77.314,1089.69,142.412,147.635,149.643
1.5,20,UTI,pb,7,1,12,530,0.616279,77.4709,1217.58,138.449,144.011,146.094
1.5,20,UTI,pb,7,1,14,526,0.611628,76.2219,1025.6,137.085,146.236,149.596
1.5,20,UTI,pb,7,1,15,533,0.619767,78.829,1088.72,141.529,146.384,148.268
1.5,20,UTI,pb,7,1,13,527,0.612791,79.186,1092.69,140.295,145.568,148.064
1.5,10,UTI,pb,5,1,1,287,0.333721,0,0,0,0,0
1.5,20,UTI,pb,5,1,1,537,0.624419,2.67E-05,0.01,0,0,0
1.5,10,UTI,pb,6,1,1,307,0.356977,0.14057,0.9,0.258,0.365,0.455
1.5,20,UTI,pb,6,1,1,555,0.645349,0.0960826,0.331,0.172,0.209,0.236
0.2,2,CTD,myo,10,1,1,26,0.236364,0.765664,2.899,2.41,2.698,2.75
0.2,2,CTD,myo,10,1,2,27,0.245455,0.854655,2.913,2.45,2.702,2.797
0.2,2,CTD,myo,10,1,3,28,0.254545,0.781582,2.902,2.455,2.679,2.78
0.2,2,CTD,myo,10,1,4,27,0.245455,0.785909,2.908,2.384,2.714,2.766
0.2,2,CTD,myo,10,1,5,28,0.254545,0.838518,2.862,2.488,2.726,2.781
0.2,2,CTD,myo,10,1,6,27,0.245455,0.7348,2.917,2.384,2.694,2.778
0.2,2,CTD,myo,10,1,7,26,0.236364,0.7767,2.897,2.509,2.696,2.786
0.2,2,CTD,myo,10,1,8,27,0.245455,0.825873,2.875,2.455,2.715,2.757
0.2,2,CTD,myo,10,1,9,26,0.236364,0.771091,2.94,2.469,2.667,2.769
0.2,2,CTD,myo,10,1,10,27,0.245455,0.777518,2.861,2.424,2.668,2.729
0.2,2,CTD,myo,10,1,11,26,0.236364,0.795691,2.948,2.447,2.708,2.787
0.2,2,CTD,myo,10,1,12,27,0.245455,0.850591,2.899,2.41,2.719,2.815
0.2,2,CTD,myo,10,1,13,26,0.236364,0.790727,2.897,2.436,2.695,2.757
0.2,2,CTD,myo,10,1,14,25,0.227273,0.715582,2.926,2.44,2.675,2.752
0.2,2,CTD,myo,10,1,15,26,0.236364,0.762036,2.899,2.499,2.709,2.762
0.2,2,CTD,pb,10,1,1,27,0.245455,0.873673,2.962,2.468,2.695,2.723
0.2,2,CTD,pb,10,1,2,27,0.245455,0.778473,2.904,2.434,2.7,2.78
0.2,2,CTD,pb,10,1,3,27,0.245455,0.7627,2.898,2.402,2.671,2.749
0.2,2,CTD,pb,10,1,4,27,0.245455,0.772727,2.886,2.409,2.699,2.763
0.2,2,CTD,pb,10,1,10,27,0.245455,0.812045,2.866,2.398,2.685,2.755
0.2,2,CTD,pb,10,1,5,27,0.245455,0.7762,2.92,2.43,2.683,2.757
0.2,2,CTD,pb,10,1,6,27,0.245455,0.780327,2.962,2.448,2.707,2.769
0.2,2,CTD,pb,10,1,7,27,0.245455,0.787964,2.913,2.425,2.682,2.768
0.2,2,CTD,pb,10,1,8,27,0.245455,0.774636,2.871,2.414,2.67,2.757
0.2,2,CTD,pb,10,1,9,28,0.254545,0.881682,2.886,2.445,2.688,2.777
0.2,2,CTD,pb,10,1,11,27,0.245455,0.8152,2.85,2.462,2.696,2.751
0.2,2,CTD,pb,10,1,12,26,0.236364,0.890945,2.96,2.418,2.716,2.763
0.2,2,CTD,pb,10,1,13,27,0.245455,0.8122,2.902,2.426,2.696,2.746
0.2,2,CTD,pb,10,1,14,28,0.254545,0.774864,2.905,2.432,2.686,2.774
0.2,2,CTD,pb,10,1,15,27,0.245455,0.788045,2.893,2.427,2.7,2.758
0.2,3,CTI,myo,10,1,1,64,0.48855,2.47872,5.898,4.93,5.5,5.656
0.2,3,CTI,myo,10,1,2,62,0.473282,2.36848,5.914,4.944,5.552,5.661
0.2,3,CTI,myo,10,1,3,63,0.480916,2.43437,5.906,4.938,5.536,5.651
0.2,3,CTI,myo,10,1,4,63,0.480916,2.46283,5.876,4.969,5.494,5.689
0.2,3,CTI,myo,10,1,5,63,0.480916,2.38543,5.84,4.937,5.472,5.691
0.2,3,CTI,myo,10,1,6,64,0.48855,2.54121,5.876,4.919,5.502,5.706
0.2,3,CTI,myo,10,1,7,63,0.480916,2.3725,5.884,4.926,5.492,5.629
0.2,3,CTI,myo,10,1,8,63,0.480916,2.47584,5.865,4.968,5.503,5.647
0.2,3,CTI,myo,10,1,9,62,0.473282,2.35037,5.813,4.968,5.516,5.661
0.2,3,CTI,myo,10,1,10,63,0.480916,2.38379,5.82,4.921,5.516,5.653
0.2,3,CTI,myo,10,1,12,60,0.458015,2.23611,5.778,4.757,5.38,5.538
0.2,3,CTI,myo,10,1,13,63,0.480916,2.45503,5.808,4.918,5.527,5.623
0.2,3,CTI,myo,10,1,11,63,0.480916,2.45654,5.825,4.922,5.454,5.682
0.2,3,CTI,myo,10,1,15,62,0.473282,2.33923,5.886,4.925,5.521,5.658
0.2,3,CTI,myo,10,1,14,59,0.450382,2.09308,5.778,4.89,5.362,5.543
0.2,2,UTI,myo,10,1,1,29,0.252174,0.787878,2.996,2.226,2.592,2.669
0.2,2,UTI,myo,10,1,2,30,0.26087,0.825313,2.914,2.241,2.592,2.611
0.2,2,UTI,myo,10,1,3,29,0.252174,0.788913,2.927,2.268,2.57,2.653
0.2,2,UTI,myo,10,1,4,28,0.243478,0.737565,2.909,2.206,2.552,2.672
0.2,2,UTI,myo,10,1,5,27,0.234783,0.723339,2.972,2.217,2.571,2.674
0.2,2,UTI,myo,10,1,6,27,0.234783,0.702617,2.943,2.209,2.6,2.638
0.2,2,UTI,myo,10,1,7,29,0.252174,0.783226,2.97,2.207,2.565,2.638
0.2,2,UTI,myo,10,1,8,27,0.234783,0.767461,2.909,2.298,2.616,2.662
0.2,2,UTI,myo,10,1,9,29,0.252174,0.803,2.961,2.244,2.59,2.639
0.2,2,UTI,myo,10,1,10,27,0.234783,0.712696,2.955,2.205,2.572,2.646
0.2,2,UTI,myo,10,1,11,29,0.252174,0.834026,2.983,2.247,2.6,2.669
0.2,2,UTI,myo,10,1,12,27,0.234783,0.740757,3.032,2.274,2.63,2.732
0.2,3,UTI,myo,10,1,1,59,0.513043,2.38417,6.08,4.951,5.442,5.569
0.2,3,UTI,myo,10,1,2,58,0.504348,2.41705,5.835,4.903,5.397,5.578
0.2,3,UTI,myo,10,1,3,57,0.495652,2.41653,5.946,4.877,5.395,5.586
0.2,2,UTI,myo,10,1,13,28,0.243478,0.747939,2.889,2.251,2.576,2.639
0.2,3,UTI,myo,10,1,7,58,0.504348,2.41083,5.901,4.898,5.416,5.536
0.2,3,UTI,myo,10,1,4,57,0.495652,2.36295,5.899,4.829,5.457,5.608
0.2,2,UTI,myo,10,1,14,27,0.234783,0.719713,2.932,2.245,2.598,2.656
0.2,3,UTI,myo,10,1,5,55,0.478261,2.10266,5.774,4.731,5.334,5.432
0.2,3,UTI,myo,10,1,6,58,0.504348,2.2721,5.759,4.702,5.278,5.439
0.2,2,UTI,myo,10,1,15,28,0.243478,0.738174,2.984,2.236,2.565,2.651
0.2,3,UTI,myo,10,1,12,57,0.495652,2.25822,5.825,4.795,5.373,5.485
0.2,3,UTI,myo,10,1,8,57,0.495652,2.31661,5.901,4.804,5.44,5.558
0.2,3,UTI,myo,10,1,9,57,0.495652,2.28416,5.871,4.857,5.424,5.534
0.2,3,UTI,myo,10,1,10,57,0.495652,2.38715,5.863,4.793,5.379,5.563
0.2,3,UTI,myo,10,1,11,56,0.486957,2.32238,5.906,4.817,5.438,5.554
0.2,3,UTI,myo,10,1,15,56,0.486957,2.29987,5.785,4.755,5.35,5.456
0.2,3,UTI,myo,10,1,14,57,0.495652,2.30997,5.883,4.829,5.394,5.504
0.2,3,UTI,myo,10,1,13,58,0.504348,2.39522,5.872,4.872,5.421,5.6
0.2,2,UTI,pb,10,1,1,27,0.234783,0.702939,3.029,2.234,2.56,2.639
0.2,2,UTI,pb,10,1,2,29,0.252174,0.773296,2.934,2.232,2.604,2.656
0.2,2,UTI,pb,10,1,3,27,0.234783,0.768017,2.925,2.271,2.609,2.678
0.2,2,UTI,pb,10,1,4,30,0.26087,0.797722,2.967,2.247,2.571,2.659
0.2,2,UTI,pb,10,1,8,28,0.243478,0.801278,2.936,2.22,2.569,2.625
0.2,2,UTI,pb,10,1,5,30,0.26087,0.81987,2.939,2.243,2.599,2.662
0.2,2,UTI,pb,10,1,6,29,0.252174,0.825009,2.948,2.298,2.592,2.699
0.2,2,UTI,pb,10,1,7,30,0.26087,0.797765,2.958,2.207,2.591,2.662
0.2,2,UTI,pb,10,1,9,28,0.243478,0.75053,2.929,2.247,2.611,2.657
0.2,2,UTI,pb,10,1,10,30,0.26087,0.835043,2.953,2.26,2.589,2.689
0.2,2,UTI,pb,10,1,11,28,0.243478,0.765096,2.964,2.25,2.607,2.644
0.2,2,UTI,pb,10,1,12,29,0.252174,0.809748,2.978,2.224,2.552,2.625
0.2,2,UTI,pb,10,1,13,29,0.252174,0.851739,2.941,2.291,2.606,2.69
0.2,2,UTI,pb,10,1,15,29,0.252174,0.787817,2.932,2.237,2.611,2.683
0.2,2,CTI,myo,10,1,1,31,0.236641,0.819824,2.962,2.303,2.623,2.774
0.2,2,CTI,myo,10,1,2,32,0.244275,0.819267,2.941,2.36,2.614,2.775
0.2,2,UTI,pb,10,1,14,29,0.252174,0.787496,2.998,2.222,2.576,2.645
0.2,2,CTI,myo,10,1,3,30,0.229008,0.704321,2.952,2.197,2.573,2.74
0.2,2,CTI,myo,10,1,4,31,0.236641,0.816595,2.928,2.309,2.601,2.763
0.2,2,CTI,myo,10,1,5,31,0.236641,0.764702,3.004,2.344,2.668,2.79
0.2,2,CTI,myo,10,1,6,30,0.229008,0.750237,2.972,2.323,2.637,2.76
0.2,2,CTI,myo,10,1,7,31,0.236641,0.869786,2.966,2.354,2.669,2.77
0.2,2,CTI,myo,10,1,8,30,0.229008,0.817725,2.947,2.304,2.636,2.773
0.2,2,CTI,myo,10,1,9,31,0.236641,0.789771,2.961,2.33,2.598,2.741
0.2,2,CTI,myo,10,1,11,32,0.244275,0.876595,2.951,2.293,2.626,2.79
0.2,2,CTI,myo,10,1,10,30,0.229008,0.824794,2.939,2.302,2.61,2.787
0.2,2,CTI,myo,10,1,14,30,0.229008,0.752008,2.959,2.342,2.663,2.744
0.2,2,CTI,myo,10,1,15,32,0.244275,0.818954,2.939,2.341,2.603,2.772
0.2,2,CTI,myo,10,1,13,31,0.236641,0.783603,2.965,2.341,2.622,2.762
0.2,2,CTI,myo,10,1,12,31,0.236641,0.825473,2.953,2.337,2.652,2.755
0.2,3,CTD,pb,10,1,1,58,0.527273,2.57779,5.833,5.005,5.412,5.491
0.2,3,CTD,pb,10,1,2,58,0.527273,2.55817,5.867,5.105,5.425,5.584
0.2,3,CTD,pb,10,1,5,60,0.545455,2.58311,5.897,4.932,5.4,5.591
0.2,3,CTD,pb,10,1,12,57,0.518182,2.46678,5.957,5.083,5.413,5.565
0.2,3,CTD,pb,10,1,4,60,0.545455,2.51029,5.841,5.007,5.42,5.521
0.2,3,CTD,pb,10,1,3,60,0.545455,2.55243,5.87,4.872,5.429,5.527
0.2,3,CTD,pb,10,1,6,59,0.536364,2.64129,5.859,4.997,5.435,5.642
0.2,3,CTD,pb,10,1,8,59,0.536364,2.54098,5.834,4.99,5.377,5.551
0.2,3,CTD,pb,10,1,7,59,0.536364,2.57205,5.797,4.967,5.408,5.582
0.2,3,CTD,pb,10,1,9,58,0.527273,2.53716,5.875,4.946,5.425,5.504
0.2,3,CTD,pb,10,1,10,59,0.536364,2.50852,5.901,4.971,5.388,5.516
0.2,3,CTD,pb,10,1,11,60,0.545455,2.53804,5.849,4.957,5.42,5.583
0.2,3,CTD,pb,10,1,14,60,0.545455,2.61581,5.912,4.942,5.379,5.5
0.2,3,CTD,pb,10,1,15,59,0.536364,2.53949,5.839,4.973,5.389,5.528
0.2,3,CTD,pb,10,1,13,60,0.545455,2.59096,6.018,5.07,5.395,5.593
0.2,3,CTD,myo,10,1,1,56,0.509091,2.41761,5.621,5.041,5.404,5.474
0.2,3,CTD,myo,10,1,3,57,0.518182,2.45148,6.326,5.072,5.412,5.513
0.2,3,CTD,myo,10,1,2,57,0.518182,2.34504,5.587,4.992,5.361,5.444
0.2,3,CTD,myo,10,1,4,57,0.518182,2.38165,5.619,5.006,5.385,5.506
0.2,3,CTD,myo,10,1,5,55,0.5,2.43707,5.758,5.175,5.397,5.528
0.2,3,CTD,myo,10,1,6,56,0.509091,2.43493,5.689,5.095,5.386,5.478
0.2,3,CTD,myo,10,1,7,56,0.509091,2.43835,5.619,5.08,5.395,5.492
0.2,3,CTD,myo,10,1,8,57,0.518182,2.42362,5.66,5.007,5.375,5.467
0.2,3,CTD,myo,10,1,9,57,0.518182,2.44185,5.768,5.051,5.451,5.518
0.2,3,CTD,myo,10,1,10,55,0.5,2.45193,5.586,4.98,5.379,5.489
0.2,3,CTD,myo,10,1,11,55,0.5,2.41672,5.701,5.06,5.383,5.502
0.2,3,CTD,myo,10,1,12,56,0.509091,2.43771,5.589,5.042,5.417,5.534
0.2,3,CTD,myo,10,1,14,55,0.5,2.41039,5.652,5.04,5.414,5.487
0.2,3,CTD,myo,10,1,13,57,0.518182,2.40895,5.665,5.027,5.435,5.506
0.2,3,CTD,myo,10,1,15,55,0.5,2.41067,5.663,5.001,5.406,5.529
0.2,3,UTI,pb,10,1,1,58,0.504348,2.44006,5.911,4.854,5.365,5.455
0.2,3,UTI,pb,10,1,3,58,0.504348,2.41286,5.979,4.794,5.339,5.505
0.2,3,UTI,pb,10,1,2,56,0.486957,2.46133,5.932,4.808,5.377,5.475
0.2,3,UTI,pb,10,1,4,57,0.495652,2.46642,5.977,4.819,5.391,5.543
0.2,3,UTI,pb,10,1,5,58,0.504348,2.4677,5.977,4.875,5.406,5.503
0.2,3,UTI,pb,10,1,6,56,0.486957,2.40038,6.076,4.844,5.309,5.478
0.2,3,UTI,pb,10,1,7,59,0.513043,2.39886,5.999,4.844,5.331,5.509
0.2,3,UTI,pb,10,1,8,57,0.495652,2.45179,5.988,4.815,5.365,5.512
0.2,3,UTI,pb,10,1,10,58,0.504348,2.48751,5.93,4.807,5.341,5.432
0.2,3,UTI,pb,10,1,9,56,0.486957,2.40197,5.974,4.956,5.436,5.565
0.2,3,UTI,pb,10,1,11,59,0.513043,2.44161,5.896,4.981,5.29,5.433
0.2,3,UTI,pb,10,1,12,55,0.478261,2.41476,5.97,4.824,5.349,5.488
0.2,3,UTI,pb,10,1,13,58,0.504348,2.4214,5.985,4.852,5.295,5.463
0.2,3,UTI,pb,10,1,14,56,0.486957,2.43048,6.059,4.78,5.369,5.539
0.2,3,UTI,pb,10,1,15,56,0.486957,2.44645,5.926,4.991,5.36,5.507
0.2,2,CTI,pb,10,1,1,31,0.236641,0.773328,2.936,2.305,2.625,2.753
0.2,2,CTI,pb,10,1,2,30,0.229008,0.79942,2.945,2.357,2.636,2.76
0.2,2,CTI,pb,10,1,3,32,0.244275,0.856191,2.947,2.286,2.597,2.731
0.2,2,CTI,pb,10,1,4,31,0.236641,0.759069,2.937,2.293,2.634,2.789
0.2,2,CTI,pb,10,1,5,30,0.229008,0.812641,2.945,2.303,2.587,2.727
0.2,2,CTI,pb,10,1,6,31,0.236641,0.725473,2.993,2.31,2.63,2.787
0.2,2,CTI,pb,10,1,8,31,0.236641,0.798427,2.946,2.357,2.665,2.767
0.2,2,CTI,pb,10,1,7,32,0.244275,0.780756,2.952,2.314,2.637,2.788
0.2,2,CTI,pb,10,1,9,31,0.236641,0.876214,2.944,2.332,2.628,2.791
0.2,2,CTI,pb,10,1,10,30,0.229008,0.682542,2.956,2.224,2.616,2.756
0.2,2,CTI,pb,10,1,11,30,0.229008,0.748992,2.953,2.297,2.599,2.762
0.2,2,CTI,pb,10,1,13,30,0.229008,0.830115,2.993,2.303,2.619,2.757
0.2,2,CTI,pb,10,1,14,31,0.236641,0.820366,2.974,2.372,2.655,2.759
0.2,2,CTI,pb,10,1,12,30,0.229008,0.740733,2.995,2.349,2.64,2.774
0.2,2,CTI,pb,10,1,15,31,0.236641,0.810489,2.935,2.253,2.6,2.714
0.2,3,CTI,pb,10,1,1,64,0.48855,2.46366,5.884,4.814,5.347,5.604
0.2,3,CTI,pb,10,1,2,63,0.480916,2.29398,5.915,4.837,5.342,5.648
0.2,3,CTI,pb,10,1,3,64,0.48855,2.45725,5.937,4.858,5.323,5.583
0.2,3,CTI,pb,10,1,4,64,0.48855,2.36877,5.886,4.852,5.338,5.625
0.2,3,CTI,pb,10,1,5,61,0.465649,2.33602,5.794,4.821,5.247,5.568
0.2,3,CTI,pb,10,1,9,64,0.48855,2.36223,5.875,4.865,5.254,5.585
0.2,3,CTI,pb,10,1,6,65,0.496183,2.406,5.892,4.784,5.278,5.601
0.2,3,CTI,pb,10,1,7,63,0.480916,2.39915,5.912,4.848,5.382,5.651
0.2,3,CTI,pb,10,1,8,63,0.480916,2.39269,5.977,4.876,5.325,5.601
0.2,3,CTI,pb,10,1,10,63,0.480916,2.29938,5.96,4.779,5.303,5.623
0.2,3,CTI,pb,10,1,11,63,0.480916,2.2801,5.926,4.757,5.285,5.566
0.2,3,CTI,pb,10,1,12,63,0.480916,2.30812,5.91,4.752,5.287,5.616
0.2,3,CTI,pb,10,1,13,62,0.473282,2.44377,5.951,4.853,5.3,5.586
0.2,3,CTI,pb,10,1,15,63,0.480916,2.37431,5.921,4.867,5.345,5.589
0.2,3,CTI,pb,10,1,14,62,0.473282,2.40088,5.895,4.838,5.303,5.611
0.2,3,CTD,myo,10,2,1,56,0.538462,2.62638,5.796,4.689,5.385,5.552
0.2,3,CTD,myo,10,2,2,56,0.538462,2.63061,5.787,4.769,5.39,5.556
0.2,3,CTD,myo,10,2,3,57,0.548077,2.46743,5.807,4.711,5.383,5.531
0.2,3,CTD,myo,10,2,8,58,0.557692,2.57922,5.783,4.659,5.399,5.572
0.2,3,CTD,myo,10,2,4,56,0.538462,2.59952,5.79,4.73,5.397,5.534
0.2,3,CTD,myo,10,2,5,59,0.567308,2.61833,5.732,4.631,5.404,5.604
0.2,3,CTD,myo,10,2,6,56,0.538462,2.55213,5.809,4.651,5.394,5.568
0.2,3,CTD,myo,10,2,7,57,0.548077,2.65615,5.817,4.72,5.456,5.558
0.2,3,CTD,myo,10,2,9,58,0.557692,2.58263,5.75,4.642,5.449,5.51
0.2,3,CTD,myo,10,2,10,58,0.557692,2.60864,5.712,4.695,5.468,5.57
0.2,3,CTD,myo,10,2,11,58,0.557692,2.53348,5.836,4.677,5.461,5.558
0.2,3,CTD,myo,10,2,12,57,0.548077,2.56161,5.764,4.627,5.325,5.589
0.2,3,CTD,myo,10,2,13,56,0.538462,2.56028,5.737,4.681,5.438,5.596
0.2,3,CTD,myo,10,2,14,57,0.548077,2.54545,5.763,4.605,5.389,5.619
0.2,3,CTD,myo,10,2,15,58,0.557692,2.61602,5.887,4.749,5.437,5.54
0.2,2,CTD,myo,10,2,1,26,0.25,0.711212,2.895,2.137,2.558,2.718
0.2,2,CTD,myo,10,2,2,26,0.25,0.751106,2.911,2.175,2.604,2.713
0.2,2,CTD,myo,10,2,3,26,0.25,0.752885,2.907,2.188,2.598,2.658
0.2,2,CTD,myo,10,2,4,26,0.25,0.742875,2.939,2.113,2.588,2.689
0.2,2,CTD,myo,10,2,5,27,0.259615,0.738865,2.907,2.118,2.578,2.673
0.2,2,CTD,myo,10,2,15,26,0.25,0.714538,2.91,2.17,2.558,2.706
0.2,2,CTD,myo,10,2,6,26,0.25,0.744769,2.921,2.166,2.575,2.686
0.2,2,CTD,myo,10,2,7,26,0.25,0.773471,2.913,2.157,2.572,2.697
0.2,2,CTD,myo,10,2,8,26,0.25,0.736356,2.905,2.132,2.58,2.704
0.2,2,CTD,myo,10,2,9,27,0.259615,0.725413,2.957,2.113,2.542,2.698
0.2,2,CTD,myo,10,2,10,24,0.230769,0.705231,2.918,2.103,2.547,2.649
0.2,2,CTD,myo,10,2,12,25,0.240385,0.689077,2.909,2.107,2.546,2.619
0.2,2,CTD,myo,10,2,11,26,0.25,0.743317,2.903,2.191,2.556,2.68
0.2,2,CTD,myo,10,2,14,27,0.259615,0.799087,2.922,2.177,2.597,2.725
0.2,2,CTD,myo,10,2,13,26,0.25,0.74349,2.895,2.131,2.595,2.728
0.2,2,CTD,pb,10,2,1,27,0.259615,0.744654,2.92,2.136,2.614,2.675
0.2,2,CTD,pb,10,2,2,26,0.25,0.782038,2.937,2.149,2.569,2.681
0.2,2,CTD,pb,10,2,3,25,0.240385,0.713875,2.911,2.174,2.591,2.685
0.2,2,CTD,pb,10,2,4,26,0.25,0.759481,2.928,2.099,2.535,2.687
0.2,2,CTD,pb,10,2,5,26,0.25,0.736308,2.91,2.128,2.565,2.736
0.2,2,CTD,pb,10,2,9,26,0.25,0.775981,2.91,2.152,2.578,2.712
0.2,2,CTD,pb,10,2,6,25,0.240385,0.711788,2.888,2.145,2.591,2.713
0.2,2,CTD,pb,10,2,15,27,0.259615,0.758692,2.921,2.161,2.588,2.701
0.2,2,CTD,pb,10,2,7,26,0.25,0.735587,2.944,2.124,2.581,2.696
0.2,2,CTD,pb,10,2,8,25,0.240385,0.723548,2.889,2.128,2.59,2.686
0.2,2,CTD,pb,10,2,10,26,0.25,0.717442,2.923,2.12,2.585,2.692
0.2,2,CTD,pb,10,2,12,27,0.259615,0.746971,2.896,2.138,2.599,2.712
0.2,2,CTD,pb,10,2,11,26,0.25,0.800606,2.878,2.132,2.576,2.69
0.2,2,CTD,pb,10,2,13,28,0.269231,0.759558,2.919,2.194,2.536,2.706
0.2,2,CTD,pb,10,2,14,25,0.240385,0.757875,2.886,2.143,2.587,2.682
0.2,2,CTI,myo,10,2,1,29,0.241667,0.752525,2.923,2.289,2.632,2.787
0.2,2,CTI,myo,10,2,2,30,0.25,0.850792,2.924,2.332,2.64,2.787
0.2,2,CTI,myo,10,2,3,28,0.233333,0.721483,2.947,2.32,2.621,2.72
0.2,2,CTI,myo,10,2,4,30,0.25,0.7899,2.928,2.341,2.619,2.787
0.2,2,CTI,myo,10,2,5,29,0.241667,0.769292,2.95,2.298,2.629,2.736
0.2,2,CTI,myo,10,2,12,30,0.25,0.818508,2.928,2.353,2.618,2.791
0.2,2,CTI,myo,10,2,6,28,0.233333,0.689542,2.944,2.173,2.63,2.761
0.2,2,CTI,myo,10,2,7,31,0.258333,0.902933,2.923,2.353,2.649,2.788
