Rate,K,Dist,Plan,Policy,Scenario,Run,Accepted,% Accepted,Avg D Time,Max D Time,P80 D Time,P90 D Time,P95 D Time
0.2,3,CTD,pb,14,5,12,58,0.453125,2.3677,6.308,4.37,5.38,5.693
0.2,3,CTD,pb,14,5,13,59,0.460938,2.32672,6.092,4.395,5.413,5.684
0.2,3,CTD,pb,14,5,14,58,0.453125,2.36862,6.23,4.479,5.324,5.622
0.2,3,CTD,pb,14,5,15,57,0.445312,2.25375,6.152,4.417,5.406,5.689
0.2,3,CTD,myo,14,5,1,55,0.429688,2.07088,6.236,4.445,5.384,5.736
0.2,3,CTD,myo,14,5,5,55,0.429688,2.03698,6.064,4.26,5.251,5.683
0.2,3,CTD,myo,14,5,2,56,0.4375,2.01434,6.076,4.286,5.227,5.622
0.2,3,CTD,myo,14,5,3,55,0.429688,2.02998,6.13,4.442,5.405,5.73
0.2,3,CTD,myo,14,5,10,56,0.4375,2.0517,6.214,4.355,5.321,5.762
0.2,3,CTD,myo,14,5,4,57,0.445312,2.06702,6.141,4.388,5.386,5.727
0.2,3,CTD,myo,14,5,6,54,0.421875,2.08045,6.2,4.358,5.346,5.691
0.2,3,CTD,myo,14,5,7,56,0.4375,2.02215,5.988,4.241,5.174,5.577
0.2,3,CTD,myo,14,5,8,55,0.429688,2.03957,6.228,4.383,5.369,5.672
0.2,3,CTD,myo,14,5,9,56,0.4375,2.02636,6.03,4.246,5.232,5.608
0.2,3,CTD,myo,14,5,12,56,0.4375,2.15277,6.03,4.296,5.317,5.568
0.2,3,CTD,myo,14,5,11,56,0.4375,2.1243,6.151,4.248,5.247,5.549
0.2,3,CTD,myo,14,5,15,57,0.445312,2.00836,6.022,4.287,5.204,5.628
0.2,3,CTD,myo,14,5,13,54,0.421875,2.0726,6.054,4.391,5.273,5.592
0.2,3,CTD,myo,14,5,14,56,0.4375,2.07053,6.042,4.284,5.23,5.561
0.2,2,CTI,myo,14,5,1,28,0.243478,0.860852,3.111,2.463,2.747,2.886
0.2,2,CTI,myo,14,5,3,28,0.243478,0.877374,3.079,2.46,2.704,2.879
0.2,2,CTI,myo,14,5,2,29,0.252174,0.8784,3.115,2.431,2.713,2.854
0.2,2,CTI,myo,14,5,4,28,0.243478,0.873574,3.114,2.437,2.734,2.908
0.2,2,CTI,myo,14,5,5,28,0.243478,0.960722,3.113,2.57,2.755,2.903
0.2,2,CTI,myo,14,5,6,28,0.243478,0.844478,3.103,2.492,2.739,2.89
0.2,2,CTI,myo,14,5,7,28,0.243478,0.87207,3.127,2.471,2.749,2.922
0.2,2,CTI,myo,14,5,8,29,0.252174,0.88233,3.122,2.503,2.754,2.917
0.2,2,CTI,myo,14,5,9,28,0.243478,0.827148,3.094,2.445,2.683,2.848
0.2,2,CTI,myo,14,5,10,29,0.252174,0.878148,3.132,2.5,2.726,2.89
0.2,2,CTI,myo,14,5,11,29,0.252174,0.911843,3.075,2.487,2.7,2.892
0.2,2,CTI,myo,14,5,12,28,0.243478,0.853417,3.115,2.439,2.737,2.895
0.2,2,CTI,myo,14,5,13,28,0.243478,0.863913,3.119,2.49,2.7,2.864
0.2,2,CTI,myo,14,5,14,28,0.243478,0.739704,3.087,2.461,2.73,2.929
0.2,2,CTI,myo,14,5,15,27,0.234783,0.823417,3.096,2.46,2.734,2.884
0.2,3,CTI,myo,14,5,1,58,0.504348,2.52363,6.086,5.063,5.476,5.747
0.2,3,CTI,myo,14,5,2,60,0.521739,2.52737,6.07,5.122,5.5,5.742
0.2,3,CTI,myo,14,5,3,59,0.513043,2.55669,6.054,5.109,5.391,5.743
0.2,3,CTI,myo,14,5,4,58,0.504348,2.48961,6.058,5.097,5.427,5.723
0.2,3,CTI,myo,14,5,5,57,0.495652,2.4391,6.018,5.129,5.487,5.767
0.2,3,CTI,myo,14,5,6,58,0.504348,2.56783,6.02,5.04,5.459,5.779
0.2,3,CTI,myo,14,5,7,59,0.513043,2.52722,6.091,5.079,5.398,5.775
0.2,3,CTI,myo,14,5,8,59,0.513043,2.58646,6.083,5.089,5.504,5.761
0.2,3,CTI,myo,14,5,9,59,0.513043,2.40386,6.099,5.067,5.431,5.831
0.2,3,CTI,myo,14,5,10,59,0.513043,2.55549,6.115,5.053,5.553,5.806
0.2,3,CTI,myo,14,5,11,60,0.521739,2.52535,5.983,5.134,5.443,5.781
0.2,3,CTI,myo,14,5,12,60,0.521739,2.5789,6.043,5.153,5.547,5.77
0.2,3,CTI,myo,14,5,13,58,0.504348,2.51883,6.078,5.054,5.487,5.773
0.2,3,CTI,myo,14,5,14,61,0.530435,2.5877,6.093,5.055,5.44,5.742
0.2,3,CTI,myo,14,5,15,59,0.513043,2.54457,6.029,5.023,5.382,5.742
0.2,2,CTI,pb,14,5,1,27,0.234783,0.728226,3.115,2.23,2.651,2.88
0.2,2,CTI,pb,14,5,2,29,0.252174,0.780843,3.107,2.439,2.714,2.854
0.2,2,CTI,pb,14,5,3,30,0.26087,0.842504,3.138,2.522,2.765,2.89
0.2,2,CTI,pb,14,5,4,29,0.252174,0.775809,3.086,2.438,2.724,2.902
0.2,2,CTI,pb,14,5,5,28,0.243478,0.75453,3.077,2.45,2.689,2.85
0.2,2,CTI,pb,14,5,14,30,0.26087,0.798496,3.092,2.438,2.757,2.875
0.2,2,CTI,pb,14,5,6,28,0.243478,0.828713,3.086,2.435,2.716,2.89
0.2,2,CTI,pb,14,5,7,29,0.252174,0.842391,3.128,2.413,2.721,2.905
0.2,2,CTI,pb,14,5,8,28,0.243478,0.761826,3.104,2.383,2.675,2.838
0.2,2,CTI,pb,14,5,9,29,0.252174,0.916174,3.129,2.497,2.75,2.874
0.2,2,CTI,pb,14,5,10,29,0.252174,0.916496,3.107,2.488,2.724,2.934
0.2,2,CTI,pb,14,5,11,28,0.243478,0.867096,3.156,2.453,2.74,2.858
0.2,2,CTI,pb,14,5,12,28,0.243478,0.822661,3.119,2.482,2.752,2.897
0.2,2,CTI,pb,14,5,13,28,0.243478,0.761035,3.111,2.46,2.745,2.934
0.2,2,CTI,pb,14,5,15,29,0.252174,0.827435,3.121,2.468,2.727,2.856
0.2,3,CTI,pb,14,5,1,62,0.53913,2.5066,6.041,5.066,5.287,5.649
0.2,3,CTI,pb,14,5,2,61,0.530435,2.66884,5.986,5.045,5.357,5.686
0.2,3,CTI,pb,14,5,3,62,0.53913,2.69399,5.989,4.996,5.38,5.667
0.2,3,CTI,pb,14,5,4,62,0.53913,2.67886,5.935,5.023,5.369,5.598
0.2,3,CTI,pb,14,5,5,62,0.53913,2.70765,6.012,4.998,5.279,5.576
0.2,3,CTI,pb,14,5,6,61,0.530435,2.61017,5.957,5.033,5.354,5.648
0.2,3,CTI,pb,14,5,15,60,0.521739,2.7974,6.038,5.006,5.396,5.658
0.2,3,CTI,pb,14,5,7,61,0.530435,2.53652,5.979,4.994,5.425,5.609
0.2,3,CTI,pb,14,5,8,63,0.547826,2.63479,6.031,5.101,5.379,5.644
0.2,3,CTI,pb,14,5,9,62,0.53913,2.79146,6.017,5.118,5.417,5.623
0.2,3,CTI,pb,14,5,10,62,0.53913,2.54679,5.986,4.957,5.304,5.627
0.2,3,CTI,pb,14,5,11,62,0.53913,2.66473,5.987,5.002,5.37,5.591
0.2,3,CTI,pb,14,5,12,64,0.556522,2.70961,6.036,5.117,5.405,5.659
0.2,3,CTI,pb,14,5,14,61,0.530435,2.60831,6.041,4.945,5.33,5.57
0.2,3,CTI,pb,14,5,13,63,0.547826,2.64128,5.964,4.996,5.384,5.674
0.2,2,UTI,myo,14,5,1,29,0.211679,0.676839,3.151,2.171,2.786,2.884
0.2,2,UTI,myo,14,5,2,27,0.19708,0.626153,3.144,1.561,2.756,2.906
0.2,2,UTI,myo,14,5,3,27,0.19708,0.685102,3.131,1.588,2.739,2.929
0.2,2,UTI,myo,14,5,4,28,0.20438,0.681708,3.178,1.578,2.744,2.88
0.2,2,UTI,myo,14,5,5,28,0.20438,0.642358,3.15,2.088,2.716,2.915
0.2,2,UTI,myo,14,5,6,29,0.211679,0.682234,3.172,2.145,2.674,2.876
0.2,2,UTI,myo,14,5,7,29,0.211679,0.648401,3.175,2.116,2.738,2.909
0.2,2,UTI,myo,14,5,8,27,0.19708,0.637526,3.152,1.647,2.763,2.895
0.2,2,UTI,myo,14,5,10,26,0.189781,0.646212,3.144,1.522,2.781,2.892
0.2,2,UTI,myo,14,5,9,29,0.211679,0.662453,3.168,2.108,2.74,2.927
0.2,2,UTI,myo,14,5,12,26,0.189781,0.68862,3.163,2.139,2.705,2.879
0.2,2,UTI,myo,14,5,11,29,0.211679,0.659285,3.165,2.073,2.737,2.944
0.2,2,UTI,myo,14,5,13,27,0.19708,0.640226,3.182,1.564,2.724,2.897
0.2,2,UTI,myo,14,5,14,28,0.20438,0.681562,3.127,2.087,2.76,2.92
0.2,2,UTI,myo,14,5,15,28,0.20438,0.63373,3.113,1.57,2.733,2.878
0.2,2,UTI,pb,14,5,1,28,0.20438,0.627307,3.162,2.121,2.791,2.874
0.2,2,UTI,pb,14,5,2,27,0.19708,0.68662,3.184,1.638,2.749,2.922
0.2,2,UTI,pb,14,5,3,27,0.19708,0.687467,3.164,2.085,2.744,2.943
0.2,2,UTI,pb,14,5,4,29,0.211679,0.626467,3.168,1.568,2.685,2.913
0.2,2,UTI,pb,14,5,5,28,0.20438,0.666255,3.154,1.615,2.704,2.881
0.2,2,UTI,pb,14,5,7,27,0.19708,0.756299,3.138,2.24,2.736,2.865
0.2,2,UTI,pb,14,5,6,28,0.20438,0.723029,3.149,2.185,2.754,2.869
0.2,2,UTI,pb,14,5,8,27,0.19708,0.654577,3.157,2.209,2.753,2.875
0.2,2,UTI,pb,14,5,9,27,0.19708,0.640336,3.176,1.542,2.746,2.925
0.2,2,UTI,pb,14,5,10,26,0.189781,0.695197,3.16,2.151,2.783,2.927
0.2,2,UTI,pb,14,5,11,27,0.19708,0.630883,3.142,1.595,2.743,2.907
0.2,2,UTI,pb,14,5,12,27,0.19708,0.633489,3.186,1.529,2.764,2.938
0.2,2,UTI,pb,14,5,13,29,0.211679,0.725292,3.138,2.153,2.712,2.938
0.2,2,UTI,pb,14,5,14,27,0.19708,0.668307,3.203,1.588,2.712,2.904
0.2,2,UTI,pb,14,5,15,29,0.211679,0.645883,3.182,2.103,2.71,2.878
0.2,3,UTI,myo,14,5,2,56,0.408759,2.27764,6.044,4.697,5.252,5.726
0.2,3,UTI,myo,14,5,1,56,0.408759,2.13499,6.012,4.619,5.293,5.614
0.2,3,UTI,myo,14,5,3,57,0.416058,2.19562,6.008,4.59,5.3,5.66
0.2,3,UTI,myo,14,5,4,55,0.40146,2.22053,6.064,4.58,5.253,5.62
0.2,3,UTI,myo,14,5,5,56,0.408759,2.21109,6.081,4.669,5.414,5.747
0.2,3,UTI,myo,14,5,6,57,0.416058,2.20022,6.057,4.577,5.366,5.703
0.2,3,UTI,myo,14,5,7,57,0.416058,2.19859,6.061,4.583,5.343,5.627
0.2,3,UTI,myo,14,5,8,58,0.423358,2.13936,6.073,4.663,5.363,5.751
0.2,3,UTI,myo,14,5,9,55,0.40146,2.13004,6.1,4.59,5.33,5.631
0.2,3,UTI,myo,14,5,10,56,0.408759,2.23991,6.024,4.681,5.37,5.688
0.2,3,UTI,myo,14,5,12,56,0.408759,2.08358,6.151,4.659,5.34,5.772
0.2,3,UTI,myo,14,5,11,58,0.423358,2.13011,6.128,4.661,5.366,5.74
0.2,3,UTI,myo,14,5,13,57,0.416058,2.14416,6.029,4.716,5.393,5.661
0.2,3,UTI,myo,14,5,14,57,0.416058,2.17601,6.077,4.531,5.27,5.634
0.2,3,UTI,myo,14,5,15,58,0.423358,2.24474,6.116,4.635,5.48,5.722
0.2,3,UTI,pb,14,5,1,60,0.437956,2.34734,6.134,4.579,5.349,5.665
0.2,3,UTI,pb,14,5,2,58,0.423358,2.28617,6.165,4.683,5.438,5.735
0.2,3,UTI,pb,14,5,3,58,0.423358,2.11058,6.088,4.647,5.336,5.706
0.2,3,UTI,pb,14,5,4,59,0.430657,2.33581,6.134,4.643,5.376,5.62
0.2,3,UTI,pb,14,5,5,61,0.445255,2.38921,6.187,4.637,5.423,5.683
0.2,3,UTI,pb,14,5,15,62,0.452555,2.2985,6.111,4.761,5.383,5.74
0.2,3,UTI,pb,14,5,6,63,0.459854,2.30918,6.092,4.653,5.334,5.629
0.2,3,UTI,pb,14,5,7,61,0.445255,2.33413,6.055,4.659,5.371,5.637
0.2,3,UTI,pb,14,5,8,59,0.430657,2.22801,6.079,4.684,5.311,5.585
0.2,3,UTI,pb,14,5,9,57,0.416058,2.13263,6.166,4.69,5.347,5.682
0.2,3,UTI,pb,14,5,10,61,0.445255,2.19999,6.103,4.636,5.338,5.667
0.2,3,UTI,pb,14,5,11,60,0.437956,2.37109,6.051,4.728,5.417,5.686
0.2,3,UTI,pb,14,5,12,60,0.437956,2.39868,6.142,4.668,5.344,5.651
0.2,3,UTI,pb,14,5,13,62,0.452555,2.4341,6.079,4.661,5.406,5.631
0.2,3,UTI,pb,14,5,14,62,0.452555,2.25778,6.126,4.649,5.313,5.647
0.2,2,CTD,myo,7,1,2,26,0.236364,0.0868273,0.3,0.242,0.27,0.282
0.2,2,CTD,myo,7,1,1,26,0.236364,0.0868818,0.296,0.248,0.271,0.28
0.2,2,CTD,myo,7,1,7,24,0.218182,0.0881545,0.308,0.245,0.265,0.279
0.2,2,CTD,myo,7,1,3,27,0.245455,0.0915727,0.308,0.243,0.269,0.276
0.2,2,CTD,myo,7,1,4,24,0.218182,0.0766364,0.301,0.245,0.265,0.278
0.2,2,CTD,myo,7,1,13,25,0.227273,0.0848818,0.302,0.242,0.266,0.279
0.2,2,CTD,myo,7,1,5,26,0.236364,0.0947455,0.295,0.247,0.261,0.267
0.2,2,CTD,myo,7,1,6,25,0.227273,0.0906455,0.287,0.247,0.267,0.28
0.2,2,CTD,myo,7,1,8,27,0.245455,0.0829818,0.293,0.236,0.267,0.272
0.2,2,CTD,myo,7,1,9,26,0.236364,0.082,0.291,0.24,0.264,0.274
0.2,2,CTD,myo,7,1,10,26,0.236364,0.0917818,0.295,0.241,0.267,0.28
0.2,2,CTD,myo,7,1,11,26,0.236364,0.0730455,0.3,0.244,0.263,0.275
0.2,2,CTD,myo,7,1,12,26,0.236364,0.0936455,0.305,0.247,0.27,0.283
0.2,2,CTD,myo,7,1,14,26,0.236364,0.0831455,0.302,0.247,0.266,0.273
0.2,2,CTD,myo,7,1,15,23,0.209091,0.0733091,0.297,0.239,0.262,0.276
0.2,2,CTD,pb,7,1,2,26,0.236364,0.0779182,0.295,0.242,0.263,0.276
0.2,2,CTD,pb,7,1,5,25,0.227273,0.0796636,0.29,0.243,0.267,0.274
0.2,2,CTD,pb,7,1,1,25,0.227273,0.0904,0.295,0.235,0.263,0.272
0.2,2,CTD,pb,7,1,3,28,0.254545,0.0883727,0.292,0.238,0.264,0.274
0.2,2,CTD,pb,7,1,10,27,0.245455,0.0939455,0.288,0.249,0.267,0.28
0.2,2,CTD,pb,7,1,4,26,0.236364,0.0897455,0.317,0.243,0.27,0.28
0.2,2,CTD,pb,7,1,14,26,0.236364,0.0931,0.295,0.251,0.275,0.281
0.2,2,CTD,pb,7,1,6,26,0.236364,0.0724909,0.305,0.238,0.263,0.267
0.2,2,CTD,pb,7,1,7,26,0.236364,0.0860182,0.292,0.248,0.268,0.275
0.2,2,CTD,pb,7,1,8,25,0.227273,0.0910364,0.31,0.244,0.267,0.273
0.2,2,CTD,pb,7,1,9,25,0.227273,0.0854909,0.305,0.242,0.264,0.28
0.2,2,CTD,pb,7,1,11,24,0.218182,0.0833545,0.293,0.239,0.269,0.282
0.2,2,CTD,pb,7,1,12,25,0.227273,0.0896,0.291,0.245,0.264,0.273
0.2,2,CTD,pb,7,1,13,25,0.227273,0.0839636,0.293,0.241,0.268,0.279
0.2,2,CTD,pb,7,1,15,27,0.245455,0.0976909,0.298,0.237,0.272,0.279
0.2,3,CTD,myo,7,1,2,52,0.472727,0.236473,0.572,0.492,0.533,0.554
0.2,3,CTD,myo,7,1,5,52,0.472727,0.2291,0.561,0.498,0.535,0.545
0.2,3,CTD,myo,7,1,1,54,0.490909,0.255236,0.577,0.498,0.539,0.548
0.2,3,CTD,myo,7,1,3,53,0.481818,0.228682,0.581,0.511,0.544,0.557
0.2,3,CTD,myo,7,1,4,55,0.5,0.244582,0.584,0.504,0.534,0.547
0.2,3,CTD,myo,7,1,6,52,0.472727,0.230555,0.59,0.503,0.536,0.554
0.2,3,CTD,myo,7,1,7,54,0.490909,0.241827,0.589,0.503,0.533,0.556
0.2,3,CTD,myo,7,1,8,56,0.509091,0.245418,0.565,0.505,0.535,0.548
0.2,3,CTD,myo,7,1,9,51,0.463636,0.243855,0.569,0.494,0.534,0.547
0.2,3,CTD,myo,7,1,10,54,0.490909,0.246082,0.577,0.495,0.53,0.548
0.2,3,CTD,myo,7,1,11,53,0.481818,0.249909,0.59,0.502,0.536,0.561
0.2,3,CTD,myo,7,1,12,54,0.490909,0.246382,0.585,0.5,0.54,0.55
0.2,3,CTD,myo,7,1,13,53,0.481818,0.243118,0.576,0.493,0.533,0.546
0.2,3,CTD,myo,7,1,14,54,0.490909,0.245173,0.578,0.494,0.536,0.556
0.2,3,CTD,myo,7,1,15,53,0.481818,0.245791,0.582,0.508,0.538,0.554
0.2,3,CTD,pb,7,1,2,52,0.472727,0.256555,0.6,0.499,0.545,0.557
0.2,3,CTD,pb,7,1,1,53,0.481818,0.240264,0.589,0.491,0.531,0.547
0.2,3,CTD,pb,7,1,3,53,0.481818,0.262255,0.567,0.51,0.543,0.555
0.2,3,CTD,pb,7,1,4,55,0.5,0.239909,0.608,0.502,0.534,0.553
0.2,3,CTD,pb,7,1,10,55,0.5,0.245864,0.607,0.499,0.55,0.56
0.2,3,CTD,pb,7,1,5,54,0.490909,0.257636,0.602,0.494,0.536,0.571
0.2,3,CTD,pb,7,1,6,57,0.518182,0.246264,0.593,0.5,0.531,0.556
0.2,3,CTD,pb,7,1,7,56,0.509091,0.262436,0.596,0.504,0.544,0.553
0.2,3,CTD,pb,7,1,8,54,0.490909,0.261891,0.589,0.498,0.535,0.557
0.2,3,CTD,pb,7,1,9,52,0.472727,0.239609,0.574,0.509,0.544,0.558
0.2,3,CTD,pb,7,1,11,50,0.454545,0.254091,0.596,0.512,0.544,0.561
0.2,3,CTD,pb,7,1,13,52,0.472727,0.2515,0.608,0.497,0.541,0.567
0.2,3,CTD,pb,7,1,14,54,0.490909,0.251964,0.596,0.51,0.539,0.557
0.2,3,CTD,pb,7,1,12,55,0.5,0.255945,0.598,0.493,0.54,0.568
0.2,3,CTD,pb,7,1,15,58,0.527273,0.258618,0.623,0.489,0.535,0.564
0.2,2,CTI,myo,7,1,1,30,0.229008,0.080771,0.307,0.232,0.259,0.278
0.2,2,CTI,myo,7,1,3,28,0.21374,0.0783435,0.3,0.221,0.258,0.275
0.2,2,CTI,myo,7,1,2,30,0.229008,0.085626,0.302,0.23,0.267,0.276
0.2,2,CTI,myo,7,1,4,30,0.229008,0.0820153,0.298,0.236,0.262,0.277
0.2,2,CTI,myo,7,1,5,27,0.206107,0.0710534,0.307,0.234,0.263,0.277
0.2,2,CTI,myo,7,1,14,31,0.236641,0.0866107,0.314,0.236,0.258,0.273
0.2,2,CTI,myo,7,1,6,29,0.221374,0.0736794,0.309,0.231,0.269,0.283
0.2,2,CTI,myo,7,1,7,28,0.21374,0.0762824,0.295,0.231,0.255,0.275
0.2,2,CTI,myo,7,1,8,30,0.229008,0.0763893,0.304,0.241,0.267,0.277
0.2,2,CTI,myo,7,1,9,29,0.221374,0.078626,0.308,0.23,0.259,0.276
0.2,2,CTI,myo,7,1,10,30,0.229008,0.0813435,0.325,0.234,0.261,0.268
0.2,2,CTI,myo,7,1,11,30,0.229008,0.0815954,0.304,0.244,0.259,0.275
0.2,2,CTI,myo,7,1,12,28,0.21374,0.0750076,0.31,0.234,0.26,0.275
0.2,2,CTI,myo,7,1,13,28,0.21374,0.0752366,0.298,0.23,0.26,0.277
0.2,2,CTI,myo,7,1,15,28,0.21374,0.0750916,0.298,0.227,0.265,0.28
0.2,2,CTI,pb,7,1,2,30,0.229008,0.0814504,0.303,0.233,0.264,0.283
0.2,2,CTI,pb,7,1,1,30,0.229008,0.0873969,0.315,0.233,0.264,0.278
0.2,2,CTI,pb,7,1,3,31,0.236641,0.0873893,0.304,0.241,0.266,0.278
0.2,2,CTI,pb,7,1,4,30,0.229008,0.097855,0.318,0.229,0.261,0.282
0.2,2,CTI,pb,7,1,10,28,0.21374,0.0798092,0.301,0.236,0.261,0.278
0.2,2,CTI,pb,7,1,5,30,0.229008,0.0898473,0.301,0.237,0.267,0.278
0.2,2,CTI,pb,7,1,6,29,0.221374,0.0717634,0.303,0.226,0.255,0.271
0.2,2,CTI,pb,7,1,7,29,0.221374,0.0692672,0.299,0.225,0.26,0.273
0.2,2,CTI,pb,7,1,8,28,0.21374,0.0863282,0.31,0.224,0.261,0.282
0.2,2,CTI,pb,7,1,9,29,0.221374,0.0852519,0.296,0.235,0.265,0.28
0.2,2,CTI,pb,7,1,11,31,0.236641,0.0803206,0.305,0.231,0.268,0.277
0.2,2,CTI,pb,7,1,12,27,0.206107,0.0650305,0.293,0.214,0.261,0.268
0.2,2,CTI,pb,7,1,13,28,0.21374,0.0773282,0.297,0.242,0.267,0.279
0.2,2,CTI,pb,7,1,14,31,0.236641,0.0879695,0.298,0.238,0.263,0.275
0.2,2,CTI,pb,7,1,15,28,0.21374,0.0868855,0.296,0.229,0.26,0.274
0.2,3,CTI,myo,7,1,2,59,0.450382,0.247832,0.593,0.503,0.545,0.563
0.2,3,CTI,myo,7,1,5,58,0.442748,0.238779,0.599,0.484,0.534,0.557
0.2,3,CTI,myo,7,1,1,60,0.458015,0.241771,0.592,0.489,0.538,0.559
0.2,3,CTI,myo,7,1,3,58,0.442748,0.247969,0.591,0.507,0.548,0.569
0.2,3,CTI,myo,7,1,4,53,0.40458,0.206947,0.599,0.486,0.539,0.564
0.2,3,CTI,myo,7,1,6,59,0.450382,0.252229,0.593,0.488,0.536,0.556
0.2,3,CTI,myo,7,1,7,60,0.458015,0.241611,0.602,0.496,0.558,0.571
0.2,3,CTI,myo,7,1,8,58,0.442748,0.222656,0.584,0.466,0.521,0.534
0.2,3,CTI,myo,7,1,9,58,0.442748,0.24245,0.596,0.511,0.546,0.559
0.2,3,CTI,myo,7,1,10,58,0.442748,0.24213,0.603,0.503,0.547,0.569
0.2,3,CTI,myo,7,1,11,57,0.435115,0.242695,0.608,0.49,0.548,0.566
0.2,3,CTI,myo,7,1,12,60,0.458015,0.240908,0.591,0.481,0.53,0.546
0.2,3,CTI,myo,7,1,13,56,0.427481,0.227947,0.598,0.486,0.542,0.556
0.2,3,CTI,myo,7,1,14,58,0.442748,0.253626,0.595,0.483,0.527,0.542
0.2,3,CTI,myo,7,1,15,59,0.450382,0.233573,0.604,0.485,0.526,0.55
0.2,3,CTI,pb,7,1,2,61,0.465649,0.234473,0.61,0.484,0.526,0.554
0.2,3,CTI,pb,7,1,1,60,0.458015,0.244939,0.625,0.477,0.521,0.566
0.2,3,CTI,pb,7,1,3,60,0.458015,0.244588,0.583,0.477,0.537,0.555
0.2,3,CTI,pb,7,1,4,59,0.450382,0.245641,0.607,0.488,0.541,0.558
0.2,3,CTI,pb,7,1,5,58,0.442748,0.241519,0.599,0.478,0.527,0.556
0.2,3,CTI,pb,7,1,15,60,0.458015,0.237924,0.605,0.472,0.527,0.562
0.2,3,CTI,pb,7,1,6,61,0.465649,0.248137,0.619,0.482,0.536,0.555
0.2,3,CTI,pb,7,1,7,58,0.442748,0.235321,0.604,0.481,0.54,0.561
0.2,3,CTI,pb,7,1,8,59,0.450382,0.255534,0.589,0.491,0.533,0.55
0.2,3,CTI,pb,7,1,9,60,0.458015,0.239267,0.602,0.478,0.532,0.552
0.2,3,CTI,pb,7,1,10,59,0.450382,0.24829,0.621,0.482,0.536,0.564
0.2,3,CTI,pb,7,1,11,58,0.442748,0.243794,0.632,0.492,0.534,0.563
0.2,3,CTI,pb,7,1,12,60,0.458015,0.247191,0.607,0.478,0.544,0.563
0.2,3,CTI,pb,7,1,13,56,0.427481,0.217733,0.59,0.486,0.544,0.563
0.2,3,CTI,pb,7,1,14,59,0.450382,0.238336,0.602,0.478,0.543,0.561
0.2,2,UTI,myo,7,1,2,27,0.234783,0.080487,0.307,0.224,0.253,0.261
0.2,2,UTI,myo,7,1,3,27,0.234783,0.0766609,0.296,0.228,0.256,0.266
0.2,2,UTI,myo,7,1,1,29,0.252174,0.0974087,0.315,0.227,0.268,0.275
0.2,2,UTI,myo,7,1,8,26,0.226087,0.072913,0.306,0.223,0.251,0.262
0.2,2,UTI,myo,7,1,4,27,0.234783,0.0796696,0.294,0.23,0.257,0.271
0.2,2,UTI,myo,7,1,5,29,0.252174,0.0984957,0.326,0.23,0.26,0.274
0.2,2,UTI,myo,7,1,6,27,0.234783,0.0769304,0.31,0.218,0.252,0.265
0.2,2,UTI,myo,7,1,7,26,0.226087,0.0750609,0.296,0.227,0.255,0.271
0.2,2,UTI,myo,7,1,9,27,0.234783,0.083513,0.293,0.228,0.257,0.267
0.2,2,UTI,myo,7,1,10,28,0.243478,0.0900957,0.299,0.235,0.26,0.279
0.2,2,UTI,myo,7,1,11,26,0.226087,0.0730696,0.306,0.227,0.257,0.267
0.2,2,UTI,myo,7,1,12,26,0.226087,0.0713652,0.3,0.222,0.255,0.273
0.2,2,UTI,myo,7,1,13,27,0.234783,0.0904087,0.3,0.226,0.249,0.263
0.2,2,UTI,myo,7,1,14,28,0.243478,0.0764174,0.305,0.229,0.253,0.267
0.2,2,UTI,myo,7,1,15,24,0.208696,0.0810522,0.298,0.225,0.254,0.27
0.2,2,UTI,pb,7,1,1,28,0.243478,0.0858087,0.303,0.232,0.256,0.266
0.2,2,UTI,pb,7,1,3,29,0.252174,0.0881391,0.306,0.227,0.259,0.262
0.2,2,UTI,pb,7,1,4,27,0.234783,0.0755217,0.309,0.229,0.254,0.267
0.2,2,UTI,pb,7,1,2,27,0.234783,0.0833391,0.306,0.226,0.256,0.271
0.2,2,UTI,pb,7,1,5,28,0.243478,0.0838696,0.297,0.228,0.257,0.269
0.2,2,UTI,pb,7,1,6,26,0.226087,0.0729391,0.304,0.22,0.256,0.269
0.2,2,UTI,pb,7,1,7,26,0.226087,0.072,0.296,0.213,0.261,0.276
0.2,2,UTI,pb,7,1,8,27,0.234783,0.0801739,0.304,0.223,0.26,0.266
0.2,2,UTI,pb,7,1,9,27,0.234783,0.0820609,0.3,0.23,0.258,0.269
0.2,2,UTI,pb,7,1,10,28,0.243478,0.0867478,0.315,0.235,0.257,0.27
0.2,2,UTI,pb,7,1,11,28,0.243478,0.0796783,0.297,0.228,0.256,0.267
0.2,2,UTI,pb,7,1,12,26,0.226087,0.0752696,0.301,0.22,0.258,0.271
0.2,2,UTI,pb,7,1,13,30,0.26087,0.0881826,0.3,0.233,0.264,0.272
0.2,2,UTI,pb,7,1,14,28,0.243478,0.0969565,0.312,0.235,0.259,0.274
0.2,2,UTI,pb,7,1,15,27,0.234783,0.0843391,0.308,0.236,0.261,0.275
0.2,3,UTI,myo,7,1,1,54,0.469565,0.2404,0.599,0.486,0.534,0.553
0.2,3,UTI,myo,7,1,3,55,0.478261,0.2316,0.637,0.475,0.527,0.536
0.2,3,UTI,myo,7,1,4,53,0.46087,0.23107,0.598,0.469,0.519,0.544
0.2,3,UTI,myo,7,1,2,54,0.469565,0.243139,0.604,0.481,0.53,0.543
0.2,3,UTI,myo,7,1,5,54,0.469565,0.239452,0.61,0.478,0.537,0.554
